symbol,basic_industry,macro,sector,industry
KIRLOSENG,Compressors Pumps & Diesel Engines,Industrials,Capital Goods,Industrial Products
KIRLOSIND,Other Industrial Products,Industrials,Capital Goods,Industrial Products
KIRLPNU,Compressors Pumps & Diesel Engines,Industrials,Capital Goods,Industrial Products
KITEX,Garments & Apparels,Consumer Discretionary,Textiles,Textiles & Apparels
KKCL,Garments & Apparels,Consumer Discretionary,Textiles,Textiles & Apparels
KLL,E-Retail/ E-Commerce,Consumer Discretionary,Consumer Services,Retailing
KMSUGAR,Sugar,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
KNAGRI,Edible Oil,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
KNRCON,Civil Construction,Industrials,Construction,Construction
KODYTECH,Computers - Software & Consulting,Information Technology,Information Technology,IT - Software
KOHINOOR,Other Agricultural Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
KOKUYOCMLN,Stationary,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products
KOLTEPATIL,Residential Commercial Projects,Consumer Discretionary,Realty,Realty
KONSTELEC,Civil Construction,Industrials,Construction,Construction
KONTOR,Diversified Commercial Services,Services,Services,Commercial Services & Supplies
KOPRAN,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
KORE,Diversified Retail,Consumer Discretionary,Consumer Services,Retailing
KOTAKBANK,Private Sector Bank,Financial Services,Financial Services,Banks
KOTARISUG,Sugar,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
KOTHARIPET,Petrochemicals,Commodities,Chemicals,Chemicals & Petrochemicals
KOTHARIPRO,Trading & Distributors,Services,Services,Commercial Services & Supplies
KOTYARK,LPG/CNG/PNG/LNG Supplier,Energy,Oil Gas & Consumable Fuels,Gas
KPIGREEN,Power Generation,Utilities,Power,Power
KPIL,Civil Construction,Industrials,Construction,Construction
KPITTECH,Computers - Software & Consulting,Information Technology,Information Technology,IT - Software
KPRMILL,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
KRBL,Other Agricultural Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
KREBSBIO,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
KRIDHANINF,Civil Construction,Industrials,Construction,Construction
KRISHANA,Fertilizers,Commodities,Chemicals,Fertilizers & Agrochemicals
KRISHCA,Iron & Steel Products,Industrials,Capital Goods,Industrial Products
KRISHIVAL,Other Food Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products
KRISHNADEF,Aerospace & Defense,Industrials,Capital Goods,Aerospace & Defense
KRITI,Plastic Products - Industrial,Industrials,Capital Goods,Industrial Products
KRITIKA,Iron & Steel Products,Industrials,Capital Goods,Industrial Products
KRITINUT,Edible Oil,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
KRSNAA,Healthcare Service Provider,Healthcare,Healthcare,Healthcare Services
KRYSTAL,Diversified Commercial Services,Services,Services,Commercial Services & Supplies
KSB,Compressors Pumps & Diesel Engines,Industrials,Capital Goods,Industrial Products
KSCL,Other Agricultural Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
KSHITIJPOL,Stationary,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products
KSL,Iron & Steel Products,Industrials,Capital Goods,Industrial Products
KSOLVES,Computers - Software & Consulting,Information Technology,Information Technology,IT - Software
KTKBANK,Private Sector Bank,Financial Services,Financial Services,Banks
KTL,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
KUANTUM,Paper & Paper Products,Commodities,Forest Materials,Paper Forest & Jute Products
LAGNAM,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
LAL,Garments & Apparels,Consumer Discretionary,Textiles,Textiles & Apparels
LALPATHLAB,Healthcare Service Provider,Healthcare,Healthcare,Healthcare Services
LAMBODHARA,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
LANCORHOL,Residential Commercial Projects,Consumer Discretionary,Realty,Realty
LANDMARK,Auto Dealer,Consumer Discretionary,Automobile and Auto Components,Automobiles
LAOPALA,Glass - Consumer,Consumer Discretionary,Consumer Durables,Consumer Durables
LASA,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
LATENTVIEW,Computers - Software & Consulting,Information Technology,Information Technology,IT - Software
LATTEYS,Compressors Pumps & Diesel Engines,Industrials,Capital Goods,Industrial Products
LAURUSLABS,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
LAWSIKHO,E-Learning,Consumer Discretionary,Consumer Services,Other Consumer Services
LAXMICOT,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
LAXMIMACH,Industrial Products,Industrials,Capital Goods,Industrial Manufacturing
LCCINFOTEC,Education,Consumer Discretionary,Consumer Services,Other Consumer Services
LEMERITE,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
LEMONTREE,Hotels & Resorts,Consumer Discretionary,Consumer Services,Leisure Services
LEXUS,Ceramics,Consumer Discretionary,Consumer Durables,Consumer Durables
LFIC,Investment Company,Financial Services,Financial Services,Finance
LGBBROSLTD,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
LGBFORGE,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
LGHL,Gems Jewellery And Watches,Consumer Discretionary,Consumer Durables,Consumer Durables
LIBAS,Garments & Apparels,Consumer Discretionary,Textiles,Textiles & Apparels
LIBERTSHOE,Footwear,Consumer Discretionary,Consumer Durables,Consumer Durables
LICHSGFIN,Housing Finance Company,Financial Services,Financial Services,Finance
LICI,Life Insurance,Financial Services,Financial Services,Insurance
LICMFGOLD,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
LICNETFGSC,,,,
LICNETFN50,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
LICNETFSEN,,,,
LICNFNHGP,,,,
LICNMID100,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
LIKHITHA,Civil Construction,Industrials,Construction,Construction
LINC,Stationary,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products
LINCOLN,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
LINDEINDIA,Industrial Gases,Commodities,Chemicals,Chemicals & Petrochemicals
LIQUID,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
LIQUID1,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
LIQUIDADD,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
LIQUIDBEES,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
LIQUIDCASE,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
LIQUIDETF,,,,
LIQUIDIETF,,,,
LIQUIDSBI,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
LLOYDS,Wellness,Consumer Discretionary,Consumer Services,Leisure Services
LLOYDSENGG,Industrial Products,Industrials,Capital Goods,Industrial Manufacturing
LLOYDSME,Sponge Iron,Commodities,Metals & Mining,Ferrous Metals
LODHA,Residential Commercial Projects,Consumer Discretionary,Realty,Realty
LOKESHMACH,Industrial Products,Industrials,Capital Goods,Industrial Manufacturing
LORDSCHLO,Commodity Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals
LOTUSEYE,Hospital,Healthcare,Healthcare,Healthcare Services
LOVABLE,Garments & Apparels,Consumer Discretionary,Textiles,Textiles & Apparels
LOWVOL,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
LOWVOL1,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
LOWVOLIETF,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
LOYALTEX,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
LPDC,Real Estate related services,Consumer Discretionary,Realty,Realty
LRRPL,Rubber,Industrials,Capital Goods,Industrial Products
LT,Civil Construction,Industrials,Construction,Construction
LTF,Investment Company,Financial Services,Financial Services,Finance
LTF,Investment Company,Financial Services,Financial Services,Finance
LTF,Investment Company,Financial Services,Financial Services,Finance
LTFOODS,Other Agricultural Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
LTGILTBEES,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
LTIM,Computers - Software & Consulting,Information Technology,Information Technology,IT - Software
LTTS,IT Enabled Services,Information Technology,Information Technology,IT - Services
LUMAXIND,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
LUMAXTECH,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
LUPIN,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
LUXIND,Garments & Apparels,Consumer Discretionary,Textiles,Textiles & Apparels
LXCHEM,Specialty Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals
LYKALABS,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
LYPSAGEMS,Gems Jewellery And Watches,Consumer Discretionary,Consumer Durables,Consumer Durables
M&M,,,,
M&MFIN,,,,
M&MFIN,,,,
M&MFIN,,,,
MAANALU,Aluminium,Commodities,Metals & Mining,Non - Ferrous Metals
MACPOWER,Industrial Products,Industrials,Capital Goods,Industrial Manufacturing
MADHAV,Granites & Marbles,Consumer Discretionary,Consumer Durables,Consumer Durables
MADHAVBAUG,Medical Equipment & Supplies,Healthcare,Healthcare,Healthcare Equipment & Supplies
MADHUCON,Civil Construction,Industrials,Construction,Construction
MADHUSUDAN,Other Food Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products
MADRASFERT,Fertilizers,Commodities,Chemicals,Fertilizers & Agrochemicals
MAFANG,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
MAGADSUGAR,Sugar,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
MAGNUM,Paper & Paper Products,Commodities,Forest Materials,Paper Forest & Jute Products
MAGSON,Diversified Retail,Consumer Discretionary,Consumer Services,Retailing
MAHABANK,Public Sector Bank,Financial Services,Financial Services,Banks
MAHAPEXLTD,Other Financial Services,Financial Services,Financial Services,Finance
MAHASTEEL,Iron & Steel Products,Industrials,Capital Goods,Industrial Products
MAHEPC,Industrial Products,Industrials,Capital Goods,Industrial Manufacturing
MAHESHWARI,Diversified,Diversified,Diversified,Diversified
MAHKTECH,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
MAHLIFE,Residential Commercial Projects,Consumer Discretionary,Realty,Realty
MAHLOG,Logistics Solution Provider,Services,Services,Transport Services
MAHSCOOTER,Investment Company,Financial Services,Financial Services,Finance
MAHSEAMLES,Iron & Steel Products,Industrials,Capital Goods,Industrial Products
MAITHANALL,Ferro & Silica Manganese,Commodities,Metals & Mining,Ferrous Metals
MAITREYA,Hospital,Healthcare,Healthcare,Healthcare Services
MAKEINDIA,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
MAL,Iron & Steel Products,Industrials,Capital Goods,Industrial Products
MALLCOM,Other Industrial Products,Industrials,Capital Goods,Industrial Products
MALUPAPER,Paper & Paper Products,Commodities,Forest Materials,Paper Forest & Jute Products
MANAKALUCO,Aluminium,Commodities,Metals & Mining,Non - Ferrous Metals
MANAKCOAT,Iron & Steel Products,Industrials,Capital Goods,Industrial Products
MANAKSIA,Iron & Steel Products,Industrials,Capital Goods,Industrial Products
MANAKSTEEL,Iron & Steel,Commodities,Metals & Mining,Ferrous Metals
MANALIPETC,Petrochemicals,Commodities,Chemicals,Chemicals & Petrochemicals
MANAPPURAM,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
MANAV,Civil Construction,Industrials,Construction,Construction
MANGALAM,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
MANGCHEFER,Fertilizers,Commodities,Chemicals,Fertilizers & Agrochemicals
MANGLMCEM,Cement & Cement Products,Commodities,Construction Materials,Cement & Cement Products
MANINDS,Iron & Steel Products,Industrials,Capital Goods,Industrial Products
MANINFRA,Civil Construction,Industrials,Construction,Construction
MANKIND,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
MANOMAY,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
MANORAMA,Other Food Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products
MANORG,Commodity Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals
MANUGRAPH,Industrial Products,Industrials,Capital Goods,Industrial Manufacturing
MANYAVAR,Speciality Retail,Consumer Discretionary,Consumer Services,Retailing
MAPMYINDIA,Software Products,Information Technology,Information Technology,IT - Software
MARALOVER,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
MARATHON,Residential Commercial Projects,Consumer Discretionary,Realty,Realty
MARCO,Cables - Electricals,Industrials,Capital Goods,Industrial Products
MARICO,Edible Oil,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
MARINE,Industrial Products,Industrials,Capital Goods,Industrial Manufacturing
MARINETRAN,Logistics Solution Provider,Services,Services,Transport Services
MARKSANS,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
MARSHALL,Industrial Products,Industrials,Capital Goods,Industrial Manufacturing
MARUTI,Passenger Cars & Utility Vehicles,Consumer Discretionary,Automobile and Auto Components,Automobiles
MASFIN,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
MASKINVEST,Investment Company,Financial Services,Financial Services,Finance
MASPTOP50,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
MASTEK,Computers - Software & Consulting,Information Technology,Information Technology,IT - Software
MASTER,Plastic Products - Industrial,Industrials,Capital Goods,Industrial Products
MATRIMONY,Internet & Catalogue Retail,Consumer Discretionary,Consumer Services,Retailing
MAWANASUG,Sugar,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
MAXESTATES,Residential Commercial Projects,Consumer Discretionary,Realty,Realty
MAXHEALTH,Hospital,Healthcare,Healthcare,Healthcare Services
MAXIND,Holding Company,Financial Services,Financial Services,Finance
MAXPOSURE,Media & Entertainment,Consumer Discretionary,Media Entertainment & Publication,Entertainment
MAYURUNIQ,Leather And Leather Products,Consumer Discretionary,Consumer Durables,Consumer Durables
MAZDA,Industrial Products,Industrials,Capital Goods,Industrial Manufacturing
MAZDOCK,Ship Building & Allied Services,Industrials,Capital Goods,Industrial Manufacturing
MBAPL,Fertilizers,Commodities,Chemicals,Fertilizers & Agrochemicals
MBECL,Civil Construction,Industrials,Construction,Construction
MBLINFRA,Civil Construction,Industrials,Construction,Construction
MCDOWELL-N,Breweries & Distilleries,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages
MCL,Investment Company,Financial Services,Financial Services,Finance
MCLEODRUSS,Tea & Coffee,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
MCON,Other Construction Materials,Commodities,Construction Materials,Other Construction Materials
MCX,Exchange and Data Platform,Financial Services,Financial Services,Capital Markets
MDL,Furniture Home Furnishing,Consumer Discretionary,Consumer Durables,Consumer Durables
MEDANTA,Hospital,Healthcare,Healthcare,Healthcare Services
MEDIASSIST,Insurance Distributors,Financial Services,Financial Services,Insurance
MEDICAMEQ,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
MEDICO,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
MEDPLUS,Pharmacy Retail,Consumer Discretionary,Consumer Services,Retailing
MEGAFLEX,Packaging,Industrials,Capital Goods,Industrial Products
MEGASOFT,Other Telecom Services,Telecommunication,Telecommunication,Telecom - Services
MEGASTAR,Other Food Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products
MEGATHERM,Other Industrial Products,Industrials,Capital Goods,Industrial Products
MELSTAR,IT Enabled Services,Information Technology,Information Technology,IT - Services
MENONBE,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
MEP,Road Assets - Toll Annuity Hybrid-Annuity,Services,Services,Transport Infrastructure
METALFORGE,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
METROBRAND,Footwear,Consumer Discretionary,Consumer Durables,Consumer Durables
METROPOLIS,Healthcare Service Provider,Healthcare,Healthcare,Healthcare Services
MFSL,Life Insurance,Financial Services,Financial Services,Insurance
MGEL,Other Agricultural Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
MGL,LPG/CNG/PNG/LNG Supplier,Energy,Oil Gas & Consumable Fuels,Gas
MHHL,Medical Equipment & Supplies,Healthcare,Healthcare,Healthcare Equipment & Supplies
MHLXMIRU,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
MHRIL,Hotels & Resorts,Consumer Discretionary,Consumer Services,Leisure Services
MICEL,Industrial Products,Industrials,Capital Goods,Industrial Manufacturing
MICROPRO,Computers - Software & Consulting,Information Technology,Information Technology,IT - Software
MID150BEES,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
MIDCAP,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
MIDCAPETF,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
MIDCAPIETF,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
MIDHANI,Aerospace & Defense,Industrials,Capital Goods,Aerospace & Defense
MIDQ50ADD,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
MIDSELIETF,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
MINDACORP,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
MINDSPACE,Real Estate Investment Trusts (REITs),Consumer Discretionary,Realty,Realty
MINDTECK,Computers - Software & Consulting,Information Technology,Information Technology,IT - Software
MIRCELECTR,Consumer Electronics,Consumer Discretionary,Consumer Durables,Consumer Durables
MIRZAINT,Leather And Leather Products,Consumer Discretionary,Consumer Durables,Consumer Durables
MITCON,Consulting Services,Services,Services,Commercial Services & Supplies
MITTAL,Garments & Apparels,Consumer Discretionary,Textiles,Textiles & Apparels
MKPL,Edible Oil,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
MMFL,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
MMP,Aluminium,Commodities,Metals & Mining,Non - Ferrous Metals
MMTC,Trading & Distributors,Services,Services,Commercial Services & Supplies
MNC,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
MODIRUBBER,Tyres & Rubber Products,Consumer Discretionary,Automobile and Auto Components,Auto Components
MODISONLTD,Other Electrical Equipment,Industrials,Capital Goods,Electrical Equipment
MODTHREAD,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
MOGSEC,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
MOHEALTH,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
MOHITIND,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
MOIL,Industrial Minerals,Commodities,Metals & Mining,Minerals & Mining
MOKSH,Gems Jewellery And Watches,Consumer Discretionary,Consumer Durables,Consumer Durables
MOL,Pesticides & Agrochemicals,Commodities,Chemicals,Fertilizers & Agrochemicals
MOLDTECH,IT Enabled Services,Information Technology,Information Technology,IT - Services
MOLDTKPAC,Packaging,Industrials,Capital Goods,Industrial Products
MOLOWVOL,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
MOM100,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
MOM30IETF,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
MOM50,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
MOMENTUM,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
MOMOMENTUM,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
MON100,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
MONARCH,Stockbroking & Allied,Financial Services,Financial Services,Capital Markets
MONIFTY500,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
MONQ50,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
MONTECARLO,Garments & Apparels,Consumer Discretionary,Textiles,Textiles & Apparels
MOQUALITY,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
MORARJEE,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
MOREALTY,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
MOREPENLAB,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
MOS,Financial Technology (Fintech),Financial Services,Financial Services,Financial Technology (Fintech)
MOSMALL250,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
MOTHERSON,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
MOTILALOFS,Stockbroking & Allied,Financial Services,Financial Services,Capital Markets
MOTISONS,Gems Jewellery And Watches,Consumer Discretionary,Consumer Durables,Consumer Durables
MOTOGENFIN,Diversified Commercial Services,Services,Services,Commercial Services & Supplies
MOVALUE,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
MPHASIS,Computers - Software & Consulting,Information Technology,Information Technology,IT - Software
MPSLTD,E-Learning,Consumer Discretionary,Consumer Services,Other Consumer Services
MPTODAY,Print Media,Consumer Discretionary,Media Entertainment & Publication,Media
MRF,Tyres & Rubber Products,Consumer Discretionary,Automobile and Auto Components,Auto Components
MRO-TEK,Telecom - Equipment & Accessories,Telecommunication,Telecommunication,Telecom - Equipment & Accessories
MRPL,Refineries & Marketing,Energy,Oil Gas & Consumable Fuels,Petroleum Products
MSPL,Iron & Steel Products,Industrials,Capital Goods,Industrial Products
MSTCLTD,Trading & Distributors,Services,Services,Commercial Services & Supplies
MSUMI,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
MTARTECH,Aerospace & Defense,Industrials,Capital Goods,Aerospace & Defense
MTEDUCARE,Education,Consumer Discretionary,Consumer Services,Other Consumer Services
MTNL,Telecom - Cellular & Fixed line services,Telecommunication,Telecommunication,Telecom - Services
MUFIN,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
MUFTI,Speciality Retail,Consumer Discretionary,Consumer Services,Retailing
MUKANDLTD,Iron & Steel,Commodities,Metals & Mining,Ferrous Metals
MUKKA,Animal Feed,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products
MUKTAARTS,Film Production Distribution & Exhibition,Consumer Discretionary,Media Entertainment & Publication,Entertainment
MUNJALAU,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
MUNJALSHOW,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
MURUDCERA,Ceramics,Consumer Discretionary,Consumer Durables,Consumer Durables
MUTHOOTCAP,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
MUTHOOTFIN,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
MUTHOOTMF,Microfinance Institutions,Financial Services,Financial Services,Finance
MVGJL,Gems Jewellery And Watches,Consumer Discretionary,Consumer Durables,Consumer Durables
MVKAGRO,Sugar,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
MWL,Trading - Metals,Commodities,Metals & Mining,Metals & Minerals Trading
NABARD,,,,
NACLIND,Pesticides & Agrochemicals,Commodities,Chemicals,Fertilizers & Agrochemicals
NAGAFERT,Fertilizers,Commodities,Chemicals,Fertilizers & Agrochemicals
NAGREEKCAP,Investment Company,Financial Services,Financial Services,Finance
NAGREEKEXP,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
NAHARCAP,Investment Company,Financial Services,Financial Services,Finance
NAHARINDUS,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
NAHARPOLY,Packaging,Industrials,Capital Goods,Industrial Products
NAHARSPING,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
NAM-INDIA,Asset Management Company,Financial Services,Financial Services,Capital Markets
NAMAN,Furniture Home Furnishing,Consumer Discretionary,Consumer Durables,Consumer Durables
NARMADA,Animal Feed,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products
NATCOPHARM,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
NATHBIOGEN,Other Agricultural Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
NATIONALUM,Aluminium,Commodities,Metals & Mining,Non - Ferrous Metals
NAUKRI,Internet & Catalogue Retail,Consumer Discretionary,Consumer Services,Retailing
NAVA,Power Generation,Utilities,Power,Power
NAVINFLUOR,Specialty Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals
NAVINIFTY,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
NAVKARCORP,Logistics Solution Provider,Services,Services,Transport Services
NAVNETEDUL,Printing & Publication,Consumer Discretionary,Media Entertainment & Publication,Printing & Publication
NAZARA,Digital Entertainment,Consumer Discretionary,Media Entertainment & Publication,Entertainment
NBCC,Civil Construction,Industrials,Construction,Construction
NBIFIN,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
NCC,Civil Construction,Industrials,Construction,Construction
NCLIND,Cement & Cement Products,Commodities,Construction Materials,Cement & Cement Products
NDGL,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
NDL,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
NDLVENTURE,Other Financial Services,Financial Services,Financial Services,Finance
NDRAUTO,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
NDTV,TV Broadcasting & Software Production,Consumer Discretionary,Media Entertainment & Publication,Entertainment
NECCLTD,Logistics Solution Provider,Services,Services,Transport Services
NECLIFE,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
NELCAST,Castings & Forgings,Industrials,Capital Goods,Industrial Products
NELCO,Computers Hardware & Equipments,Information Technology,Information Technology,IT - Hardware
NEOGEN,Specialty Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals
NESCO,Diversified Commercial Services,Services,Services,Commercial Services & Supplies
NESTLEIND,Packaged Foods,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products
NETF,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
NETWEB,Computers Hardware & Equipments,Information Technology,Information Technology,IT - Hardware
NETWORK18,Media & Entertainment,Consumer Discretionary,Media Entertainment & Publication,Entertainment
NEULANDLAB,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
NEWGEN,Computers - Software & Consulting,Information Technology,Information Technology,IT - Software
NEWJAISA,Computers Hardware & Equipments,Information Technology,Information Technology,IT - Hardware
NEXT50,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
NEXT50IETF,,,,
NEXTMEDIA,Media & Entertainment,Consumer Discretionary,Media Entertainment & Publication,Entertainment
NFL,Fertilizers,Commodities,Chemicals,Fertilizers & Agrochemicals
NGIL,Packaged Foods,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products
NGLFINE,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
NH,Hospital,Healthcare,Healthcare,Healthcare Services
NHAI,,,,
NHAI,,,,
NHAI,,,,
NHAI,,,,
NHAI,,,,
NHAI,,,,
NHBTF2014,,,,
NHBTF2014,,,,
NHBTF2023,,,,
NHIT,Road Assets - Toll Annuity Hybrid-Annuity,Services,Services,Transport Infrastructure
NHIT,Road Assets - Toll Annuity Hybrid-Annuity,Services,Services,Transport Infrastructure
NHIT,Road Assets - Toll Annuity Hybrid-Annuity,Services,Services,Transport Infrastructure
NHIT,Road Assets - Toll Annuity Hybrid-Annuity,Services,Services,Transport Infrastructure
